"","url","catalogNumber","family","subfamily","genus","specificEpithet","scientific_name","typeStatus","stateProvince","country","dateIdentified","habitat","minimumElevationInMeters","geojson.type","decimal_latitude","decimal_longitude"
"1","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:60025","60025","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","1995-07-06","Huertos plots Cordia alliodora","50","point","10.43333","-84.01667"
"2","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas188691","alas188691","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2000-06-06","Sendero Jaguar Hojarasca","50","point","10.42118","-84.02531"
"3","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas188692","alas188692","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2000-06-06","Sendero Hartshorn Hojarasca","50","point","10.421868","-84.01035"
"4","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas188693","alas188693","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2000-06-06","Lindero Sur Hojarasca","50","point","10.409556","-84.021255"
"5","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378518","alas378518","formicidae","myrmicinae","Crematogaster","brasiliensis","crematogaster brasiliensis","","Heredia","","2004-01-01","LOC","50","point","10.431847","-84.01496"
"6","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378519","alas378519","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.4214","-84.01087"
"7","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378520","alas378520","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","CES 350","50","point","10.432141","-84.00946"
"8","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378521","alas378521","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.43577","-84.01226"
"9","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378522","alas378522","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","CC1500m. Copa de arbol","50","point","10.412838","-84.01281"
"10","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378523","alas378523","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.413376","-84.01227"
"11","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378524","alas378524","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","CC 1250m. Copa de arbol","50","point","10.414448","-84.01222"
"12","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378525","alas378525","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414721","-84.01204"
"13","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378526","alas378526","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414794","-84.012215"
"14","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378527","alas378527","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","SAT","50","point","10.432518","-84.01484"
"15","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378528","alas378528","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","SAT","50","point","10.433005","-84.01439"
"16","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378529","alas378529","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","SAT","50","point","10.433133","-84.014145"
"17","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378530","alas378530","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","LOC","50","point","10.431847","-84.01496"
"18","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378531","alas378531","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.431556","-84.014404"
"19","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378532","alas378532","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.431768","-84.009735"
"20","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378533","alas378533","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.436055","-84.01153"
"21","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378534","alas378534","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.424867","-84.0048"
"22","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378535","alas378535","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.431375","-84.01042"
"23","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378536","alas378536","formicidae","myrmicinae","Crematogaster","carinata","crematogaster carinata","","Heredia","","2004-01-01","","50","point","10.435406","-84.01352"
"24","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378537","alas378537","formicidae","myrmicinae","Crematogaster","crinosa","crematogaster crinosa","","Heredia","","2004-01-01","","50","point","10.423018","-84.00968"
"25","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378538","alas378538","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","CC1500m. Copa de arbol","50","point","10.412838","-84.01281"
"26","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378539","alas378539","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414721","-84.01204"
"27","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378540","alas378540","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","SAT","50","point","10.433005","-84.01439"
"28","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378541","alas378541","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","SAT","50","point","10.433133","-84.014145"
"29","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378542","alas378542","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","Entre LOC y SAT","50","point","10.432145","-84.015114"
"30","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378543","alas378543","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","","50","point","10.42543","-84.004875"
"31","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378544","alas378544","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","","50","point","10.426958","-84.00844"
"32","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378545","alas378545","formicidae","myrmicinae","Crematogaster","curvispinosa","crematogaster curvispinosa","","Heredia","","2004-01-01","","50","point","10.424867","-84.0048"
"33","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378546","alas378546","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","","50","point","10.426619","-84.007935"
"34","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378547","alas378547","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","CC1500m. Copa de arbol","50","point","10.412838","-84.01281"
"35","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378548","alas378548","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","lowland wet forest canopy fogging","50","point","10.413648","-84.01245"
"36","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378549","alas378549","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","CC 1250m. Copa de arbol","50","point","10.414448","-84.01222"
"37","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378550","alas378550","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414721","-84.01204"
"38","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378551","alas378551","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414794","-84.012215"
"39","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378552","alas378552","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","LOC","50","point","10.431847","-84.01496"
"40","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378553","alas378553","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","","50","point","10.436055","-84.01153"
"41","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378554","alas378554","formicidae","myrmicinae","Crematogaster","limata","crematogaster limata","","Heredia","","2004-01-01","","50","point","10.431375","-84.01042"
"42","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378555","alas378555","formicidae","myrmicinae","Crematogaster","longispina","crematogaster longispina","","Heredia","","2004-01-01","CC 1250m. Copa de arbol","50","point","10.414448","-84.01222"
"43","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378556","alas378556","formicidae","myrmicinae","Crematogaster","longispina","crematogaster longispina","","Heredia","","2004-01-01","CC 1200m. Copa de arbol","50","point","10.414721","-84.01204"
"44","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378557","alas378557","formicidae","myrmicinae","Crematogaster","nigropilosa","crematogaster nigropilosa","","Heredia","","2004-01-01","SAT","50","point","10.433005","-84.01439"
"45","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378558","alas378558","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2004-01-01","CES 350","50","point","10.432141","-84.00946"
"46","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378559","alas378559","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.422678","-84.00937"
"47","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378560","alas378560","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.426619","-84.007935"
"48","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378561","alas378561","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","CC1500m. Copa de arbol","50","point","10.412838","-84.01281"
"49","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378562","alas378562","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.42543","-84.004875"
"50","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378563","alas378563","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.431768","-84.009735"
"51","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378564","alas378564","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.426958","-84.00844"
"52","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas378565","alas378565","formicidae","myrmicinae","Crematogaster","torosa","crematogaster torosa","","Heredia","","2004-01-01","","50","point","10.432212","-84.01444"
"53","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593759","alas593759","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"54","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593773","alas593773","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"55","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593802","alas593802","formicidae","myrmicinae","Crematogaster","nigropilosa","crematogaster nigropilosa","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"56","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593814","alas593814","formicidae","myrmicinae","Crematogaster","nigropilosa","crematogaster nigropilosa","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"57","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593847","alas593847","formicidae","myrmicinae","Crematogaster","nigropilosa","crematogaster nigropilosa","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"58","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593879","alas593879","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"59","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593919","alas593919","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"60","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas593923","alas593923","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"61","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas594048","alas594048","formicidae","myrmicinae","Crematogaster","sotobosque","crematogaster sotobosque","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"62","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:alas594286","alas594286","formicidae","myrmicinae","Crematogaster","nigropilosa","crematogaster nigropilosa","","Heredia","","2005-12-25","lowland rainforest sifted litter","50","point","10.43333","-84.01667"
"63","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-000419","anic32-000419","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","In branch of Avicennia marina With Acrodipsas illidgei Lep.: Lycaenidae","","point","-27.6167","153.317"
"64","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-000793","anic32-000793","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","South Australia","","","Blackoaks, Casuarina cristata Litter, berlesate","","point","-33.4833","140.767"
"65","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-000814","anic32-000814","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","South Australia","","","Old mallee, sandy soil Litter, berlesate","","point","-33.4833","140.767"
"66","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-001244","anic32-001244","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","Rainforest Malaise trap","","point","-11.85","142.633"
"67","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002265","anic32-002265","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","South Australia","","","","","point","-34.1","140.61"
"68","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002590","anic32-002590","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","","","point","-31.9167","149.317"
"69","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002636","anic32-002636","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"70","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002637","anic32-002637","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"71","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002639","anic32-002639","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"72","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002640","anic32-002640","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"73","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002642","anic32-002642","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"74","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002643","anic32-002643","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"75","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002646","anic32-002646","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","floodplain rainforest","","point","-31.9167","152.45"
"76","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002797","anic32-002797","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern Territory","","","rainforest ex. rotting wood piece","","point","-12.7833","132.85"
"77","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002799","anic32-002799","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern Territory","","","rainforest ex truncks and low foliage","","point","-12.7833","132.85"
"78","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002834","anic32-002834","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern Territory","","","","","point","-13.75","130.683"
"79","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-002835","anic32-002835","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern Territory","","","","","point","-13.75","130.683"
"80","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-007254","anic32-007254","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","Eucalyptus open-forest ground nest","120","point","-14.6667","143.483"
"81","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-010604","anic32-010604","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","Eucalyptus open forest ground foragers","100","point","-16.8833","145.75"
"82","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-011653","anic32-011653","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","","","point","-17.35","145.583"
"83","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-011695","anic32-011695","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","","","point","-17.25","145.733"
"84","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-011702","anic32-011702","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","","","point","-17.25","145.733"
"85","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-011773","anic32-011773","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","","","","rainforest in internodes of Humboldtia laurifolia","","point","6.76667","80.4333"
"86","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-011774","anic32-011774","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","","","","rainforest in internodes of Humboldtia laurifolia","","point","6.76667","80.4333"
"87","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013411","anic32-013411","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","","","point","-35.7167","150.183"
"88","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013421","anic32-013421","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","","","point","-35.7167","150.183"
"89","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013464","anic32-013464","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","Forest along river, among rocks ex Helicia macrostachya","609","point","-7.9","147.117"
"90","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013476","anic32-013476","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Queensland","","","","","point","-19.25","146.8"
"91","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013479","anic32-013479","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","","","","","","point","-6.11667","105.417"
"92","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013535","anic32-013535","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Sumatra","","","","","point","-5.06667","104.1"
"93","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013547","anic32-013547","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Sumatra","","","","","point","-5.06667","104.1"
"94","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013580","anic32-013580","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.81667","148.233"
"95","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013591","anic32-013591","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Manus","","","","","point","-2.01667","147.267"
"96","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013593","anic32-013593","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Manus","","","","","point","-2.01667","147.267"
"97","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-013605","anic32-013605","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Manus","","","","","point","-2.21667","147.233"
"98","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-015245","anic32-015245","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","Forest","","point","-32.8667","151.75"
"99","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-015246","anic32-015246","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","Forest","","point","-32.8667","151.75"
"100","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-023081","anic32-023081","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Victoria","","","","","point","-34.75","142.333"
"101","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-023082","anic32-023082","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Western Australia","","","","","point","-31.85","116"
"102","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-023654","anic32-023654","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","New South Wales","","","dry sclerophyll foraging on Eucalyptus trunk","765","point","-35.34","149.436"
"103","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-023693","anic32-023693","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Australian Capital Territory","","","Dry sclerophyll nest under rock","630","point","-35.2583","149.161"
"104","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-023727","anic32-023727","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Western Australia","","","Mallee","147","point","-33.53","123.51"
"105","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024692","anic32-024692","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","Euc. savanna","200","point","-9.05","148.917"
"106","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024693","anic32-024693","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","Euc. savanna","200","point","-9.05","148.917"
"107","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024694","anic32-024694","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","","220","point","-6.63333","146.9"
"108","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024695","anic32-024695","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","","220","point","-6.63333","146.9"
"109","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024696","anic32-024696","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","","220","point","-6.63333","146.9"
"110","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024697","anic32-024697","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","","220","point","-6.63333","146.9"
"111","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024698","anic32-024698","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Morobe","","","","220","point","-6.63333","146.9"
"112","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024699","anic32-024699","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","East Sepik","","","Rainforest ex trunks and low foliage","150","point","-3.7","143.05"
"113","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024700","anic32-024700","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","East Sepik","","","Rainforest ex trunks and low foliage","150","point","-3.7","143.05"
"114","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024701","anic32-024701","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","East Sepik","","","Rainforest ex trunks and low foliage","150","point","-3.7","143.05"
"115","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024702","anic32-024702","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","rainforest ground strays","800","point","-8.95","147.733"
"116","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024703","anic32-024703","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"117","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024704","anic32-024704","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"118","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024705","anic32-024705","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"119","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024706","anic32-024706","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"120","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024707","anic32-024707","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"121","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024708","anic32-024708","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.88333","147.733"
"122","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024709","anic32-024709","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.76667","148.233"
"123","http://antweb.org/api/v2/?occurrenceId=CAS:ANTWEB:anic32-024710","anic32-024710","formicidae","myrmicinae","Crematogaster","indet","crematogaster indet","","Northern","","","","","point","-8.76667","148.233"
